Species,id,Super_class,Order,Family,Genus,IUCN_Red_List_Category,Common_length,Maximum_length,Vertical_Distribution,Littoral,Continental_shelf,Continental_slope,Open_ocean,Habitat_soft,Habitat_rocky,Habitat_posidonia,Minimum_depth_m,Maximum_depth_m,Migration,Reproduction,Sex.reversal,Semelparity,Diet_type_Larvae,Behavior,Diet_type_Adult,Trophic_level,Vulnerability,Origin,LRFI,RedList,CryptoBenthic,NI,GF,commercial_level,SHarK,DP,B,Fishbase_link,all_commercial_level,highly_commercial_only,SSTmin,SSTmax,SSTmean,SSTmedian,SSS10th,SSS20th,SSS30th,SSS40th,SSS60th,SSS70th,SSS80th,SSS90th,mode,max_depth,m.cluster_core,TopPred,crypto_Brandl
Nemipterus randalli,636,osteichthyen,Perciformes,Nemipteridae,Nemipterus,LC,12,30,Demersal,1,0,0,0,1,0,0,20,200,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.7,NA,L,1,0,0,1,2,,0,1,0,http://fishbase.org/summary/Nemipterus-randalli.html,0,0,21.6420002,32.15100098,27.7980756,27.96800041,26.42970047,26.89999962,27.20400047,27.64900017,28.33499908,28.69099998,28.98800087,29.11000061,29.08300018,2.301029996,1,0,0
Nerophis maculatus,363,osteichthyen,Syngnathiformes,Syngnathidae,Nerophis,DD,22.5,30,Benthic,1,0,0,0,0,0,1,1,20,no,androViviparous,no,no,no,Solitary,Carnivorous,3.4,NA,U,1,0,0,0,27,,0,0,1,http://fishbase.org/summary/Nerophis-maculatus.html,0,0,15.98900032,21.80599976,19.17471788,19.4279995,17.83980026,18.5855999,18.8920002,19.18000031,19.57900047,19.68199921,19.85700035,20.1060009,19.57999992,1.301029996,32,0,1
Nerophis ophidion,364,osteichthyen,Syngnathiformes,Syngnathidae,Nerophis,LC,23.5,30,Benthic,1,0,0,0,0,0,1,1,10,no,androViviparous,no,no,no,NA,Carnivorous,4,NA,U,1,0,0,0,27,,0,0,1,http://fishbase.org/summary/Nerophis-ophidion.html,0,0,3.388999939,22.19400024,13.71076303,12.66800022,8.365800095,9.854999542,10.39400005,11.12620029,15.35099983,17.32040062,18.81999969,19.84940071,10.28199959,1,32,0,1
Nettastoma melanura,365,osteichthyen,Anguilliformes,Nettastomatidae,Nettastoma,NA,70,80,Benthic,0,0,1,0,1,0,0,80,400,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,3.5,NA,U,1,0,0,0,1,,0,0,1,http://fishbase.org/summary/Nettastoma-melanurum.html,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.602059991,2,0,0
Nezumia aequalis,572,osteichthyen,Gadiformes,Macrouridae,Nezumia,LC,25,36,Demersal,0,0,0,1,0,0,0,200,2300,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,3.3,NA,U,1,0,0,0,2,,0,1,0,http://fishbase.org/summary/Nezumia-aequalis.html,0,0,3.076999903,31.86700058,20.18732526,21.55200005,9.293999672,11.31299973,15.72000027,19.15999985,25.45499992,26.88500023,27.6989994,28.12100029,28.20199966,3.361727836,1,0,0
Nezumia sclerorhynchus,573,osteichthyen,Gadiformes,Macrouridae,Nezumia,LC,30,36,Demersal,0,0,0,1,0,0,0,500,3200,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,3.2,NA,U,1,0,0,0,2,,0,1,0,http://fishbase.org/summary/Nezumia-sclerorhynchus.html,0,0,4.181000233,30.43700027,19.0050728,20.00600052,10.56799984,12.36800003,15.49400043,18.26399994,21.36499977,22.62299919,25.30400085,26.80200005,26.37800026,3.505149978,1,0,0
Notacanthus bonaparte,563,osteichthyen,Albuliformes,Notacanthidae,Notacanthus,NA,20,26,Demersal,0,0,1,1,0,0,0,400,2000,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.9,NA,U,1,0,0,0,2,,0,1,0,http://fishbase.org/summary/Notacanthus-bonaparte.html,0,0,4.876999855,28.47200012,16.94701491,18.73200035,10.02299976,11.39999962,13.71549988,16.86700058,19.43799973,20.01799965,21.08200073,22.00900078,19.58399963,3.301029996,1,0,0
Notoscopelus bolini,366,osteichthyen,Myctophiformes,Myctophidae,Notoscopelus,LC,8.5,10,Pelagic,0,0,0,1,0,0,0,1,1300,Oceanodromous,Oviparous,no,no,NA,NA,Carnivorous,3.2,NA,U,0,0,0,0,3,,0,1,0,http://fishbase.org/summary/Notoscopelus-bolini.html,0,0,3.536000013,24.49600029,17.14879248,18.53300095,9.102999687,12.71399975,14.7489996,16.55400085,19.66300011,20.89800072,21.8409996,22.73200035,22.32600021,3.113943352,3,0,0
Notoscopelus elongatus,91,osteichthyen,Myctophiformes,Myctophidae,Notoscopelus,LC,7,11,Pelagic,0,0,0,1,1,0,0,45,1000,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.4,NA,E,0,0,0,0,3,,0,1,0,http://fishbase.org/summary/Notoscopelus-elongatus.html,0,0,-0.714999974,31.33300018,18.33962161,20.20400047,6.030300188,10.37899971,14.21199989,17.92019997,22.42200089,24.0720005,25.99640007,27.47500038,27.95000076,3,3,0,0
Oblada melanura,367,osteichthyen,Perciformes,Sparidae,Oblada,LC,17.5,30,Demersal,1,0,0,0,0,1,1,1,10,no,Oviparous,Protogynous,no,Planktotrophic,Gregarious,Omnivorous,3.4,NA,U,1,0,0,0,0,commercial,0,1,0,http://fishbase.org/summary/Oblada-melanura.html,0,0,6.640999794,23.44799995,17.93548447,19.27899933,10.38579979,15.02780018,18.39639969,18.87400055,19.61579933,20.1026001,20.96239967,21.8239994,19.26799965,1,0,0,0
Odondebuenia balearica,92,osteichthyen,Perciformes,Gobiidae,Odondebuenia,LC,3.5,3.9,Benthic,0,1,0,0,0,1,0,25,40,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.1,NA,E,0,0,1,0,1,non commercial,0,0,1,http://fishbase.org/summary/Odondebuenia-balearica.html,0,0,16.73200035,23.23800087,20.01558182,19.84799957,18.94660034,19.24500084,19.46299934,19.5890007,20.20199966,20.50919991,21.00280037,21.41200066,19.57999992,1.602059991,2,0,1
Odontaspis ferox,503,chondrichtyen,Lamniformes,Odontaspididae,Odontaspis,VU,370,450,Demersal,0,1,1,0,1,1,0,40,300,no,Ovoviviparous,no,no,no,Solitary,Carnivorous,4.2,NA,U,1,1,0,0,2,,1,1,0,http://fishbase.org/summary/Odontaspis-ferox.html,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.477121255,1,1,0
Oedalechilus labeo,368,osteichthyen,Perciformes,Mugilidae,Oedalechilus,NA,21.5,25,Demersal,1,0,0,0,1,1,1,1,10,no,Oviparous,no,no,Planktotrophic,Gregarious,Omnivorous,2.5,NA,U,1,0,0,0,26,non commercial,0,1,0,http://fishbase.org/summary/Oedalechilus-labeo.html,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30,0,0
Omobranchus punctatus,161,osteichthyen,Perciformes,Blenniidae,Omobranchus,LC,5,9.5,Benthic,1,0,0,0,0,1,0,1,5,no,Oviparous,no,no,Leicitotrophic,NA,Omnivorous,2.5,NA,L,0,0,1,1,0,,0,0,1,http://fishbase.org/summary/Omobranchus-punctatus.html,0,0,20.23500061,32.81999969,28.0843292,28.55500031,25.72100067,26.84799957,27.58200073,28.17099953,28.86700058,29.14999962,29.3390007,29.60099983,29.22999954,0.698970004,0,0,1
Opeatogenys gracilis,94,osteichthyen,Gobiesociformes,Gobiesocidae,Opeatogenys,LC,2.5,3,Benthic,1,0,0,0,0,1,0,3,20,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.1,NA,E,0,0,1,0,1,,0,0,1,http://fishbase.org/summary/Opeatogenys-gracilis.html,0,0,15.98900032,21.80599976,19.1179116,19.19799995,17.97800064,18.59620056,18.73379936,18.95499992,19.35400009,19.5720005,19.98080063,20.18540001,18.81999969,1.301029996,2,0,1
Ophichthus rufus,95,osteichthyen,Anguilliformes,Ophichthidae,Ophichthus,LC,55,60,Benthic,0,1,1,0,1,0,0,50,300,NA,Oviparous,no,no,Planktotrophic,NA,Carnivorous,4.3,NA,E,1,0,0,0,1,,0,0,1,http://fishbase.org/summary/Ophichthus-rufus.html,0,0,15.98900032,29.3939991,21.43216899,19.74799919,18.49500084,18.95060043,19.31100082,19.52300072,20.37400055,21.50099945,25.76600075,27.86119995,19.57999992,2.477121255,2,1,0
Ophidion barbatum,370,osteichthyen,Ophidiiformes,Ophidiidae,Ophidion,LC,23,30,Benthic,0,1,0,0,1,1,0,10,100,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.6,NA,U,1,0,0,0,1,,0,0,1,http://fishbase.org/summary/Ophidion-barbatum.html,0,0,7.532999992,30.43700027,18.66481946,19.30999947,10.73999977,12.47579994,15.71899986,18.62899971,19.96699905,20.94199944,22.28720055,27.18600082,19.54800034,2,2,0,0
Ophidion rochei,96,osteichthyen,Ophidiiformes,Ophidiidae,Ophidion,DD,22.5,30,Benthic,0,1,0,0,0,1,0,5,20,NA,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.5,NA,E,1,0,0,0,1,,0,0,1,http://fishbase.org/summary/Ophidion-rochei.html,0,0,15.86400032,28.47200012,19.68768144,19.22800064,17.69180031,18.51759987,18.79199982,19.02199936,19.42700005,19.60400009,20.05339966,23.63540001,19.62400055,1.301029996,2,0,0
Ophisurus serpens,561,osteichthyen,Anguilliformes,Ophichthidae,Ophisurus,LC,190,240,Benthic,0,1,1,0,1,0,0,50,300,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,4.1,NA,U,1,0,0,0,1,,0,0,1,http://fishbase.org/summary/Ophisurus-serpens.html,0,0,13.59899998,32.15100098,22.87789971,22.55049992,17.74799919,18.95400047,19.84000015,21.26600075,25.21800041,26.13400078,26.89999962,27.86700058,27.87000084,2.477121255,2,1,0
Orcynopsis unicolor,371,osteichthyen,Perciformes,Scombridae,Orcynopsis,LC,115,130,Pelagic,1,0,0,0,0,0,0,1,40,Oceanodromous,Oviparous,no,no,Planktotrophic,Both,Piscivorous,4.5,NA,U,1,0,0,0,0,,0,1,0,http://fishbase.org/summary/Orcynopsis-unicolor.html,0,0,6.640999794,30.49699974,21.37694695,20.34399986,10.84649992,18.49799919,19.17499924,19.79800034,21.47299957,26.35000038,27.52599907,28.07900047,19.57999992,1.602059991,0,1,0
Oxynotus centrina,510,chondrichtyen,Squaliformes,Oxynotidae,Oxynotus,EN,90,150,Benthic,0,1,1,0,1,1,0,60,500,no,Ovoviviparous,no,no,no,NA,Carnivorous,3.1,NA,U,1,1,0,0,1,,1,0,1,http://fishbase.org/summary/Oxynotus-centrina.html,0,0,13.59899998,30.43700027,21.09943549,20.03000069,17.21500015,18.50499916,19.02799988,19.50900078,20.68000031,21.70800018,26.04599953,27.51000023,19.57999992,2.698970004,10,0,0
Oxyurichthys papuensis,162,osteichthyen,Perciformes,Gobiidae,Oxyurichthys,LC,9,11,Benthic,1,0,0,0,1,1,0,30,50,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,3.5,NA,L,0,0,1,1,1,,0,0,1,http://fishbase.org/summary/Oxyurichthys-papuensis.html,0,0,21.0340004,32.85599899,28.23818522,28.62299919,26.30699921,27.11199951,27.87899971,28.29500008,28.93400002,29.15800095,29.35199928,29.61899948,29.24600029,1.698970004,2,0,1
Oxyurichthys petersii,637,osteichthyen,Perciformes,Gobiidae,Oxyurichthys,LC,8,15,Benthic,1,0,0,0,1,0,0,1,70,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,NA,NA,L,0,0,1,1,1,,0,0,1,https://www.fishbase.de/summary/Oxyurichthys-petersii.html,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84509804,2,0,1
Pagellus acarne,372,osteichthyen,Perciformes,Sparidae,Pagellus,LC,27.5,36,Demersal,0,1,0,0,1,0,1,20,100,Oceanodromous,Oviparous,Protandrous,no,Planktotrophic,Gregarious,Carnivorous,3.8,NA,U,1,0,0,0,28,commercial,0,1,0,http://fishbase.org/summary/Pagellus-acarne.html,1,0,8.531999588,28.47200012,18.21725581,19.26799965,12.44200039,13.69400024,17.42200089,18.74300003,19.6609993,20.22200012,21.11100006,21.80699921,19.57799911,2,0,0,0
Pagellus bellottii,28,osteichthyen,Perciformes,Sparidae,Pagellus,LC,25,42,Demersal,0,1,1,0,1,1,0,10,250,no,Oviparous,Protogynous,no,Planktotrophic,Solitary,Carnivorous,3.6,NA,A,1,0,0,1,6,,0,1,0,http://fishbase.org/summary/Pagellus-bellottii.html,0,0,15.16499996,30.43700027,25.09396987,26.54999924,19.54000092,20.6079998,24.9586998,25.96659927,27.08799934,27.39599991,27.73200035,28.00799942,28.0739994,2.397940009,14,0,0
Pagellus bogaraveo,373,osteichthyen,Perciformes,Sparidae,Pagellus,NT,55,70,Demersal,0,1,1,0,0,1,0,30,300,Oceanodromous,Oviparous,Protandrous,no,Planktotrophic,Gregarious,Carnivorous,4.2,NA,U,1,1,0,0,28,commercial,0,1,0,http://fishbase.org/summary/Pagellus-bogaraveo.html,1,0,8.531999588,23.44799995,17.66098331,19.00399971,12.16449976,13.40200043,16.02250004,18.51399994,19.38299942,19.73500061,20.28800011,21.50300026,19.57999992,2.477121255,0,0,0
Pagellus erythrinus,374,osteichthyen,Perciformes,Sparidae,Pagellus,LC,35,60,Demersal,0,1,0,0,1,1,0,20,100,Oceanodromous,Oviparous,Protogynous,no,Planktotrophic,Both,Carnivorous,3.5,NA,U,1,0,0,0,11,commercial,0,1,0,http://fishbase.org/summary/Pagellus-erythrinus.html,1,0,8.152999878,29.03499985,17.27776352,18.91799927,10.43999958,11.43200016,14.02900028,17.62400055,19.50699997,20.07600021,20.9682003,21.83600044,10.39000034,2,0,0,0
Pagrus auriga,375,osteichthyen,Perciformes,Sparidae,Pagrus,LC,50,80,Demersal,1,0,0,0,0,1,0,10,80,Oceanodromous,Oviparous,Protogynous,no,Leicitotrophic,Gregarious,Carnivorous,3.8,NA,U,1,0,0,0,0,,0,1,0,http://fishbase.org/summary/Pagrus-auriga.html,0,0,15.86400032,30.43700027,21.62360996,20.72350025,18.83499908,19.30999947,19.64500046,20.13899994,21.40600014,21.82799911,24.09300041,27.26799965,21.70800018,1.903089987,0,0,0
Pagrus caeruleostictus,376,osteichthyen,Perciformes,Sparidae,Pagrus,LC,65,90,Demersal,1,0,0,0,0,1,0,20,80,Oceanodromous,Oviparous,Protogynous,no,Planktotrophic,Gregarious,Carnivorous,3.7,NA,U,1,0,0,0,11,,0,1,0,http://fishbase.org/summary/Pagrus-caeruleostictus.html,0,0,16.87599945,30.43700027,22.03022502,21.16799927,19.18899918,19.58399963,20.04299927,20.50119972,21.65200043,22.29800034,25.10340042,27.34799957,21.70800018,1.903089987,0,0,0
Pagrus major,628,osteichthyen,Perciformes,Sparidae,Pagrus,LC,25,100,Demersal,1,1,0,0,1,1,0,30,200,Oceanodromous,Viviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.7,NA,H,1,0,0,1,0,,0,1,0,http://fishbase.org/summary/Pagrus-major.html,0,0,11.59700012,28.49500084,20.8491366,20.93700027,15.47599983,16.7310009,18.0720005,19.46699905,22.51000023,23.86899948,25.09700012,26.12700081,25.26600075,2.301029996,0,0,0
Pagrus pagrus,377,osteichthyen,Perciformes,Sparidae,Pagrus,LC,60,80,Demersal,1,0,0,0,1,1,0,15,100,Oceanodromous,Oviparous,Protogynous,no,Planktotrophic,Solitary,Carnivorous,3.9,NA,U,1,0,0,0,11,,0,1,0,http://fishbase.org/summary/Pagrus-pagrus.html,0,0,7.668000221,31.86700058,21.87173014,22.2159996,12.93200016,16.31900024,19.16460037,20.4109993,25.23999977,26.82039948,27.6079998,28.12199974,28.06599998,2,29,0,0
Pampus argenteus,163,osteichthyen,Perciformes,Stromateidae,Pampus,NA,50,65,Pelagic,1,0,0,1,1,0,0,1,30,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.3,NA,L,1,0,0,1,3,,0,1,0,http://fishbase.org/summary/Pampus-argenteus.html,0,0,11.19099998,32.25099945,26.37470271,28.09600067,19.14299965,24.99900055,26.46100044,27.45299911,28.72200012,29.00499916,29.19099998,29.44499969,29.04199982,1.477121255,3,0,0
Panturichthys fowleri,97,osteichthyen,Anguilliformes,Heterenchelyidae,Panturichthys,DD,65,70,Benthic,0,1,0,0,1,0,0,30,60,NA,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.9,NA,E,1,0,0,0,1,,0,0,1,http://fishbase.org/summary/Panturichthys-fowleri.html,0,0,19.89100075,23.44799995,21.91130122,22.03899956,20.30820084,21.59020004,21.78839951,21.8803997,22.28859978,22.45519981,22.60179939,22.72579994,21.78499985,1.77815125,2,0,0
Papilloculiceps longiceps,164,osteichthyen,Scorpaeniformes,Platycephalidae,Papilloculiceps,LC,70,100,Benthic,1,1,0,0,1,1,0,1,15,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,4.1,NA,L,1,0,0,1,1,,0,0,1,http://fishbase.org/summary/Papilloculiceps-longiceps.html,0,0,22.18700027,32.49599838,28.00364026,28.30400085,25.93199921,26.85499954,27.55699921,28.03000069,28.5739994,28.87299919,29.20499992,29.45400047,28.31999969,1.176091259,2,1,0
Parablennius gattorugine,378,osteichthyen,Perciformes,Blenniidae,Parablennius,LC,22.5,30,Benthic,1,0,0,0,0,1,0,3,20,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.6,NA,U,1,0,0,0,1,non commercial,0,0,1,http://fishbase.org/summary/Parablennius-gattorugine.html,0,0,6.289999962,23.02199936,15.14219345,15.14949989,10.2670002,10.76200008,11.32600021,12.5340004,18.25120049,18.95100021,19.45299911,20.04800034,10.51000023,1.301029996,2,0,1
Parablennius incognitus,379,osteichthyen,Perciformes,Blenniidae,Parablennius,LC,6.5,8,Benthic,1,0,0,0,0,1,0,0.5,3,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,2.7,NA,U,0,0,1,0,1,non commercial,0,0,1,http://fishbase.org/summary/Parablennius-incognitus.html,0,0,15.77700043,21.80599976,19.09128626,19.16600037,17.74300003,18.4173996,18.6590004,18.9109993,19.42000008,19.61700058,19.87400055,20.2329998,19.57999992,0.477121255,2,0,1
Parablennius pilicornis,29,osteichthyen,Perciformes,Blenniidae,Parablennius,LC,9,12,Benthic,1,0,0,0,0,1,1,1,5,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.2,NA,A,0,0,1,1,1,non commercial,0,0,1,http://fishbase.org/summary/Parablennius-pilicornis.html,0,0,4.376999855,30.69400024,21.6715396,22.08699989,11.52499962,18.69400024,19.52499962,20.66900063,24.56299973,26.11199951,26.81599998,28.3939991,19.59000015,0.698970004,2,0,1
Parablennius rouxi,380,osteichthyen,Perciformes,Blenniidae,Parablennius,LC,6.5,8,Benthic,1,0,0,0,1,1,0,3,30,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3,NA,U,0,0,1,0,1,,0,0,1,http://fishbase.org/summary/Parablennius-rouxi.html,0,0,15.04500008,21.80599976,18.31614054,18.70800018,16.0340004,16.7310009,17.52099991,18.3560009,19.01499939,19.28899956,19.51799965,20.08799934,18.6779995,1.477121255,2,0,1
Parablennius sanguinolentus,381,osteichthyen,Perciformes,Blenniidae,Parablennius,LC,19,22,Benthic,1,0,0,0,0,1,0,1,5,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,2.1,NA,U,1,0,0,0,1,,0,0,1,http://fishbase.org/summary/Parablennius-sanguinolentus.html,0,0,11.52099991,26.41399956,19.28982547,19.49099922,15.47200012,18.17300034,18.78000069,19.19000053,19.86199951,20.3239994,21.27700043,21.87750053,19.59000015,0.698970004,2,0,1
Parablennius tentacularis,382,osteichthyen,Perciformes,Blenniidae,Parablennius,LC,10.5,15,Benthic,1,0,0,0,1,0,0,5,15,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.3,NA,U,0,0,0,0,1,,0,0,1,http://fishbase.org/summary/Parablennius-tentacularis.html,0,0,11.52099991,23.02199936,18.86535989,19.29349995,15.4777997,17.73979988,18.59300041,18.96999931,19.54400063,19.89699936,20.32500076,21.45909958,18.59000015,1.176091259,2,0,1
Parablennius zvonimiri,98,osteichthyen,Perciformes,Blenniidae,Parablennius,LC,6.5,8,Benthic,1,0,0,0,0,1,1,1,5,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,2.6,NA,E,0,0,1,0,1,,0,0,1,http://fishbase.org/summary/Parablennius-zvonimiri.html,0,0,15.98900032,21.80599976,19.38588976,19.42700005,18.36899948,18.67200089,18.95000076,19.2140007,19.59799957,19.83300018,20.12599945,20.44799995,18.59000015,0.698970004,2,0,1
Parablennius sp.,NA,osteichthyen,Perciformes,Blenniidae,Parablennius,LC,8.5,11.5,Benthic,1,0,0,0,NA,NA,NA,NA,10,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,2.95,NA,NA,0,0,1,0,1,,0,0,1,,0,0,13.75500012,22.41399956,19.12562483,19.36025,16.92339959,18.20590039,18.77150059,19.09200001,19.5710001,19.86499977,20.22550011,20.95354977,18.59000015,0.937530632,2,0,1
Paralepis coregonoides,99,osteichthyen,Aulopiformes,Paralepididae,Paralepis,LC,25,50,Demersal,0,0,0,1,0,0,0,50,1000,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,4.1,NA,E,1,0,0,0,0,,0,1,0,http://fishbase.org/summary/Paralepis-coregonoides.html,0,0,-0.714999974,30.59499931,16.97295132,19.0739994,3.510199976,8.368000031,10.64700031,14.00980015,20.43499947,24.10700035,27.01799965,27.91200066,28.00200081,3,0,0,0
Paralepis speciosa,100,osteichthyen,Aulopiformes,Paralepididae,Paralepis,LC,45,50,Pelagic,0,0,0,1,0,0,0,100,660,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.2,NA,E,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Paralepis-speciosa.html,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.819543936,5,0,0
Paraliparis murieli,102,osteichthyen,Scorpaeniformes,Liparidae,Paraliparis,DD,NA,NA,Demersal,0,0,0,1,0,0,0,500,600,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,3.5,NA,E,1,0,0,0,2,,0,1,0,http://fishbase.org/summary/Paraliparis-murieli.html,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77815125,1,0,0
Parapristipoma octolineatum,30,osteichthyen,Perciformes,Haemulidae,Parapristipoma,LC,30,50,Demersal,1,0,0,0,1,1,0,10,30,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.6,NA,A,1,0,0,1,2,,0,1,0,http://fishbase.org/summary/Parapristipoma-octolineatum.html,0,0,16.73200035,28.47200012,21.08982747,20.66749954,18.46309948,19.14120064,19.51229954,19.80960045,21.09159927,21.65200043,22.71779938,25.80589981,19.5739994,1.477121255,1,0,0
Parexocoetus mento,165,osteichthyen,Beloniformes,Exocoetidae,Parexocoetus,NA,10,13,Pelagic,1,1,0,0,0,0,0,1,20,Oceanodromous,Oviparous,no,no,Planktotrophic,NA,Carnivorous,3.3,NA,L,0,0,0,1,3,,0,1,0,http://fishbase.org/summary/Parexocoetus-mento.html,0,0,16.65800095,32.85599899,27.89173172,28.49200058,25.53800011,26.79199982,27.50300026,28.10199928,28.87599945,29.17300034,29.37400055,29.67099953,29.27799988,1.301029996,7,0,0
Parophidion vassali,103,osteichthyen,Ophidiiformes,Ophidiidae,Parophidion,DD,23,26,Benthic,0,1,0,0,0,1,1,20,100,NA,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.5,NA,E,1,0,0,0,1,,0,0,1,http://fishbase.org/summary/Parophidion-vassali.html,0,0,15.77700043,23.44799995,20.135334,19.92099953,18.57699966,19.02700043,19.37859993,19.59499931,20.32500076,21.04500008,21.56200027,21.94400024,19.57999992,2,2,0,0
Pegusa impar,435,osteichthyen,Pleuronectiformes,Soleidae,Pegusa,NA,27.5,35,Benthic,1,0,0,0,1,0,0,30,100,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.3,NA,U,1,0,0,0,1,,0,0,1,http://fishbase.org/summary/Pegusa-impar.html,0,0,17.73999977,20.00900078,19.3383523,19.41200066,18.92850018,19.14900017,19.29650021,19.36800003,19.45599937,19.5095005,19.57299995,19.60899925,19.59000015,2,2,0,0
Pegusa lascaris,620,osteichthyen,Pleuronectiformes,Soleidae,Pegusa,LC,25,40,Benthic,1,0,0,0,1,0,0,20,50,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.3,NA,U,1,0,0,0,1,,0,0,1,http://fishbase.org/summary/Pegusa-lascaris.html,0,0,7.880000114,30.43700027,18.06205581,19.02149963,10.87899971,12.30599976,13.91699982,17.58819962,19.59000015,20.36199951,21.57699966,26.58769951,19.57999992,1.698970004,2,0,0
Pegusa nasuta,438,osteichthyen,Pleuronectiformes,Soleidae,Pegusa,NA,NA,40,Benthic,1,0,0,0,1,0,0,1,150,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.4,NA,U,1,0,0,0,1,commercial,0,0,1,http://fishbase.org/summary/Pegusa-nasuta.html,0,0,11.52099991,32.15100098,23.68437179,25.16600037,17.6970005,19.12999916,19.94400024,21.6060009,26.79199982,27.54650021,28.56999969,29.03000069,29.07600021,2.176091259,2,0,0
Pelates quadrilineatus,166,osteichthyen,Perciformes,Terapontidae,Pelates,NA,10,12,Demersal,1,0,0,0,1,0,1,1,10,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.5,NA,L,0,0,0,1,2,,0,1,0,http://fishbase.org/summary/Pelates-quadrilineatus.html,0,0,12.72900009,32.85599899,27.3138369,28.40600014,23.67300034,26.39999962,27.23200035,27.94599915,28.81500053,29.11100006,29.33600044,29.61000061,29.27799988,1,1,0,0
Pempheris vanicolensis,167,osteichthyen,Perciformes,Pempheridae,Pempheris,NA,12,20,Demersal,1,0,0,0,0,1,0,3,50,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.5,NA,L,0,0,0,1,2,,0,1,0,http://fishbase.org/summary/Pempheris-vanicolensis.html,0,0,16.84300041,32.85599899,28.27619964,28.78000069,26.13400078,27.13599968,27.97500038,28.44300079,29.06999969,29.29400063,29.48399925,29.83399963,29.29599953,1.698970004,1,0,0
Peristedion cataphractum,383,osteichthyen,Scorpaeniformes,Peristediidae,Peristedion,LC,27.5,40,Benthic,0,1,1,0,1,0,0,50,500,Oceanodromous,Oviparous,no,no,NA,Gregarious,Carnivorous,3.6,NA,U,1,0,0,0,1,,0,0,1,http://fishbase.org/summary/Peristedion-cataphractum.html,0,0,15.77700043,30.43700027,22.05658212,20.53700066,18.72999954,19.25600052,19.5909996,20.00600052,21.42700005,23.86980076,26.42099953,27.75,19.57999992,2.698970004,2,0,0
